3.250921666665578300e+02 -2.317986111101111391e+01
3.250908376055747340e+02 -2.318009445561078508e+01
3.250934957229055158e+02 -2.317962775525601415e+01
3.250895085399575350e+02 -2.318032778905464042e+01
3.250948247746163702e+02 -2.317939438834586952e+01
3.250881794697078249e+02 -2.318056111134229269e+01
3.250961538216889721e+02 -2.317916101028105302e+01
3.250868503948268540e+02 -2.318079442247335820e+01
3.250974828641219005e+02 -2.317892762106196614e+01
3.250855213153159866e+02 -2.318102772244746035e+01
3.250988119019137912e+02 -2.317869422068898189e+01
3.250841922311768144e+02 -2.318126101126420480e+01
3.251001409350631661e+02 -2.317846080916248752e+01
3.250828631424105879e+02 -2.318149428892321495e+01
3.251014699635687180e+02 -2.317822738648287029e+01
3.250815340490187850e+02 -2.318172755542410002e+01
3.251027989874289688e+02 -2.317799395265051388e+01
3.250802049510028269e+02 -2.318196081076647985e+01
3.251041280066425543e+02 -2.317776050766579843e+01
3.250788758483640208e+02 -2.318219405494997432e+01
3.251054570212079966e+02 -2.317752705152912185e+01
3.250775467411039017e+02 -2.318242728797419616e+01
3.251067860311239883e+02 -2.317729358424085717e+01
3.250762176292237768e+02 -2.318266050983875459e+01
3.251081150363891084e+02 -2.317706010580138809e+01
3.250748885127251242e+02 -2.318289372054327657e+01
3.251094440370018788e+02 -2.317682661621110540e+01
3.250913846266616929e+02 -2.317941218034345141e+01
3.250927136799144250e+02 -2.317917883115235611e+01
3.250900555687744031e+02 -2.317964551837921761e+01
3.250940427285311785e+02 -2.317894547080632961e+01
3.250887265062539200e+02 -2.317987884525928166e+01
3.250953717725105889e+02 -2.317871209930574139e+01
3.250873974391016645e+02 -2.318011216098325278e+01
3.250967008118511785e+02 -2.317847871665098936e+01
3.250860683673191147e+02 -2.318034546555074016e+01
3.250980298465515830e+02 -2.317824532284245009e+01
3.250847392909075779e+02 -2.318057875896137787e+01
3.250993588766103812e+02 -2.317801191788050374e+01
3.250834102098685321e+02 -2.318081204121476802e+01
3.251006879020261522e+02 -2.317777850176554821e+01
3.250820811242033415e+02 -2.318104531231052690e+01
3.251020169227975884e+02 -2.317754507449795653e+01
3.250807520339134271e+02 -2.318127857224828148e+01
3.251033459389231552e+02 -2.317731163607813016e+01
3.250794229390002101e+02 -2.318151182102763386e+01
3.251046749504014883e+02 -2.317707818650643148e+01
3.250780938394650548e+02 -2.318174505864820389e+01
3.251060039572312235e+02 -2.317684472578325838e+01
3.250767647353093821e+02 -2.318197828510961145e+01
3.251073329594109396e+02 -2.317661125390899812e+01
3.250754356265346132e+02 -2.318221150041146572e+01
3.251086619569391587e+02 -2.317637777088403084e+01
3.250741065131421692e+02 -2.318244470455339012e+01
3.251099909498145735e+02 -2.317614427670873312e+01
3.250916196476229629e+02 -2.318054338898014777e+01
3.250929487117014105e+02 -2.318031003781636912e+01
3.250902905789096167e+02 -2.318077672898801112e+01
3.250942777711435951e+02 -2.318007667549704109e+01
3.250889615055627928e+02 -2.318101005783955415e+01
3.250956068259479821e+02 -2.317984330202256160e+01
3.250876324275839124e+02 -2.318124337553440739e+01
3.250969358761133208e+02 -2.317960991739331789e+01
3.250863033449742829e+02 -2.318147668207218359e+01
3.250982649216380764e+02 -2.317937652160967943e+01
3.250849742577354391e+02 -2.318170997745249906e+01
3.250995939625209417e+02 -2.317914311467204058e+01
3.250836451658686315e+02 -2.318194326167497721e+01
3.251009229987604954e+02 -2.317890969658078504e+01
3.250823160693754517e+02 -2.318217653473920592e+01
3.251022520303552596e+02 -2.317867626733630004e+01
3.250809869682572071e+02 -2.318240979664483703e+01
3.251035810573039271e+02 -2.317844282693895863e+01
3.250796578625152620e+02 -2.318264304739145842e+01
3.251049100796049629e+02 -2.317820937538915871e+01
3.250783287521511511e+02 -2.318287628697869707e+01
3.251062390972571166e+02 -2.317797591268727686e+01
3.250769996371661250e+02 -2.318310951540617637e+01
3.251075681102589101e+02 -2.317774243883370389e+01
3.250756705175617185e+02 -2.318334273267350554e+01
3.251088971186089225e+02 -2.317750895382881993e+01
3.250743413933392958e+02 -2.318357593878029732e+01
3.251102261223056757e+02 -2.317727545767302288e+01
3.250919316421704934e+02 -2.317872990318638315e+01
3.250906025920132265e+02 -2.317896324581368361e+01
3.250932606876927480e+02 -2.317849654940425452e+01
3.250892735372221978e+02 -2.317919657728575444e+01
3.250945897285783985e+02 -2.317826318446768852e+01
3.250879444777988851e+02 -2.317942989760223682e+01
3.250959187648261945e+02 -2.317802980837705462e+01
3.250866154137447097e+02 -2.317966320676274350e+01
3.250972477964346581e+02 -2.317779642113274363e+01
3.250852863450609789e+02 -2.317989650476686592e+01
3.250985768234023681e+02 -2.317756302273514990e+01
3.250839572717492274e+02 -2.318012979161425591e+01
3.250999058457279602e+02 -2.317732961318463936e+01
3.250826281938108195e+02 -2.318036306730449070e+01
3.251012348634099567e+02 -2.317709619248160635e+01
3.250812991112471764e+02 -2.318059633183722212e+01
3.251025638764470500e+02 -2.317686276062643813e+01
3.250799700240595485e+02 -2.318082958521204162e+01
3.251038928848378191e+02 -2.317662931761952194e+01
3.250786409322495842e+02 -2.318106282742857971e+01
3.251052218885807861e+02 -2.317639586346122726e+01
3.250773118358185343e+02 -2.318129605848644204e+01
3.251065508876746435e+02 -2.317616239815195556e+01
3.250759827347678765e+02 -2.318152927838524846e+01
3.251078798821178566e+02 -2.317592892169209051e+01
3.250746536290989752e+02 -2.318176248712461529e+01
3.251092088719091180e+02 -2.317569543408199451e+01
3.251105378570470066e+02 -2.317546193532208676e+01
3.250924016949189195e+02 -2.318099231848702502e+01
3.250910726231098238e+02 -2.318122566505907756e+01
3.250937307620922070e+02 -2.318075896075890086e+01
3.250897435466664547e+02 -2.318145900047473873e+01
3.250950598246283221e+02 -2.318052559187514561e+01
3.250884144655900627e+02 -2.318169232473359287e+01
3.250963888825258437e+02 -2.318029221183612165e+01
3.250870853798821827e+02 -2.318192563783525273e+01
3.250977179357833506e+02 -2.318005882064221623e+01
3.250857562895440651e+02 -2.318215893977935238e+01
3.250990469843995356e+02 -2.317982541829382725e+01
3.250844271945773016e+02 -2.318239223056549392e+01
3.251003760283729207e+02 -2.317959200479132065e+01
3.250830980949831996e+02 -2.318262551019329365e+01
3.251017050677020848e+02 -2.317935858013508721e+01
3.250817689907631234e+02 -2.318285877866237144e+01
3.251030341023856067e+02 -2.317912514432550708e+01
3.250804398819185508e+02 -2.318309203597234003e+01
3.251043631324221792e+02 -2.317889169736298172e+01
3.250791107684509029e+02 -2.318332528212282639e+01
3.251056921578102674e+02 -2.317865823924787705e+01
3.250777816503614872e+02 -2.318355851711342197e+01
3.251070211785485640e+02 -2.317842476998059098e+01
3.250764525276518384e+02 -2.318379174094377504e+01
3.251083501946356478e+02 -2.317819128956150365e+01
3.250751234003232639e+02 -2.318402495361346638e+01
3.251096792060700409e+02 -2.317795779799098810e+01
3.250737942683771848e+02 -2.318425815512214427e+01
3.250911496096740052e+02 -2.317828097135839016e+01
3.250924786521011924e+02 -2.317804762413995334e+01
3.250898205626126014e+02 -2.317851430742209828e+01
3.250938076898926852e+02 -2.317781426576718573e+01
3.250884915109183453e+02 -2.317874763233069757e+01
3.250951367230471760e+02 -2.317758089624047457e+01
3.250871624545927148e+02 -2.317898094608381854e+01
3.250964657515631870e+02 -2.317734751556017514e+01
3.250858333936370173e+02 -2.317921424868106328e+01
3.250977947754392972e+02 -2.317711412372671020e+01
3.250845043280527307e+02 -2.317944754012204100e+01
3.250991237946741990e+02 -2.317688072074043149e+01
3.250831752578412193e+02 -2.317968082040638578e+01
3.251004528092664145e+02 -2.317664730660174754e+01
3.250818461830039610e+02 -2.317991408953369969e+01
3.251017818192145228e+02 -2.317641388131103852e+01
3.250805171035422063e+02 -2.318014734750359906e+01
3.251031108245171595e+02 -2.317618044486868101e+01
3.250791880194575469e+02 -2.318038059431570730e+01
3.251044398251729604e+02 -2.317594699727506224e+01
3.250778589307512334e+02 -2.318061382996963715e+01
3.251057688211803907e+02 -2.317571353853056237e+01
3.250765298374248005e+02 -2.318084705446500493e+01
3.251070978125381430e+02 -2.317548006863557930e+01
3.250752007394795555e+02 -2.318108026780142339e+01
3.251084267992447963e+02 -2.317524658759049672e+01
3.250738716369169765e+02 -2.318131346997851239e+01
3.251097557812989294e+02 -2.317501309539568410e+01
3.250918546725579859e+02 -2.318167459726755553e+01
3.250931837474622625e+02 -2.318144124413104734e+01
3.250905255930184694e+02 -2.318190793924752668e+01
3.250945128177298784e+02 -2.318120787983840358e+01
3.250891965088451343e+02 -2.318214127007058778e+01
3.250958418833594692e+02 -2.318097450439000795e+01
3.250878674200393448e+02 -2.318237458973636578e+01
3.250971709443496707e+02 -2.318074111778623347e+01
3.250865383266026356e+02 -2.318260789824444856e+01
3.250985000006989480e+02 -2.318050772002746385e+01
3.250852092285362573e+02 -2.318284119559447376e+01
3.250998290524060508e+02 -2.318027431111410053e+01
3.250838801258416879e+02 -2.318307448178605767e+01
3.251011580994693873e+02 -2.318004089104651300e+01
