cluster,band,central_frequency,boresight_position,beam_x_deg,beam_y_deg,beam_angle,date,nantennas_requested,overlap,region,beams_required
NGC_6388,UHF,816000000.0,17:36:17.23 -44:44:07.80,0.0021388147092524473,0.0008923378514053189,-14.96007420882965,2023-05-15 18:51:46.040000,56,0.95,twice_half_light_radius,781
NGC_6388,UHF,816000000.0,17:36:17.23 -44:44:07.80,0.0013980739081207586,0.000641135812076385,-7.97614414654398,2023-05-15 18:51:46.040000,60,0.95,core,7
NGC_6388,UHF,816000000.0,17:36:17.23 -44:44:07.80,0.0013980739081207586,0.000641135812076385,-7.97614414654398,2023-05-15 18:51:46.040000,60,0.95,half_light,389
NGC_6388,UHF,816000000.0,17:36:17.23 -44:44:07.80,0.0013980739081207586,0.000641135812076385,-7.97614414654398,2023-05-15 18:51:46.040000,60,0.95,twice_half_light_radius,1561
NGC_6388,UHF,816000000.0,17:36:17.23 -44:44:07.80,0.001132440647416046,0.00046536359530509254,-9.370292228077247,2023-05-15 18:51:46.040000,64,0.95,core,9
NGC_6388,UHF,816000000.0,17:36:17.23 -44:44:07.80,0.001132440647416046,0.00046536359530509254,-9.370292228077247,2023-05-15 18:51:46.040000,64,0.95,half_light,781
NGC_6388,UHF,816000000.0,17:36:17.23 -44:44:07.80,0.001132440647416046,0.00046536359530509254,-9.370292228077247,2023-05-15 18:51:46.040000,64,0.95,twice_half_light_radius,3125
NGC_6388,UHF,816000000.0,17:36:17.23 -44:44:07.80,0.0011046613441281009,0.00047306808182925094,-14.396919070014384,2023-05-15 18:51:46.040000,40,0.99,core,11
NGC_6388,UHF,816000000.0,17:36:17.23 -44:44:07.80,0.0011046613441281009,0.00047306808182925094,-14.396919070014384,2023-05-15 18:51:46.040000,40,0.99,half_light,781
NGC_6388,UHF,816000000.0,17:36:17.23 -44:44:07.80,0.0011046613441281009,0.00047306808182925094,-14.396919070014384,2023-05-15 18:51:46.040000,40,0.99,twice_half_light_radius,3125
NGC_6388,UHF,816000000.0,17:36:17.23 -44:44:07.80,0.0006637024618922653,0.00022269517434501994,-13.540652700954354,2023-05-15 18:51:46.040000,52,0.99,core,21
NGC_6388,UHF,816000000.0,17:36:17.23 -44:44:07.80,0.0006637024618922653,0.00022269517434501994,-13.540652700954354,2023-05-15 18:51:46.040000,52,0.99,half_light,3123
NGC_6388,UHF,816000000.0,17:36:17.23 -44:44:07.80,0.0006637024618922653,0.00022269517434501994,-13.540652700954354,2023-05-15 18:51:46.040000,52,0.99,twice_half_light_radius,12499
NGC_6388,UHF,816000000.0,17:36:17.23 -44:44:07.80,0.000427762941850486,0.00017846757028106204,-14.96007420882965,2023-05-15 18:51:46.040000,56,0.99,core,47
NGC_6388,UHF,816000000.0,17:36:17.23 -44:44:07.80,0.000427762941850486,0.00017846757028106204,-14.96007420882965,2023-05-15 18:51:46.040000,56,0.99,half_light,6249
NGC_6388,UHF,816000000.0,17:36:17.23 -44:44:07.80,0.000427762941850486,0.00017846757028106204,-14.96007420882965,2023-05-15 18:51:46.040000,56,0.99,twice_half_light_radius,24999
NGC_6388,UHF,816000000.0,17:36:17.23 -44:44:07.80,0.00027961478162414916,0.00012822716241527596,-7.97614414654398,2023-05-15 18:51:46.040000,60,0.99,core,97
NGC_6388,UHF,816000000.0,17:36:17.23 -44:44:07.80,0.00027961478162414916,0.00012822716241527596,-7.97614414654398,2023-05-15 18:51:46.040000,60,0.99,half_light,12497
NGC_6388,UHF,816000000.0,17:36:17.23 -44:44:07.80,0.00027961478162414916,0.00012822716241527596,-7.97614414654398,2023-05-15 18:51:46.040000,60,0.99,twice_half_light_radius,49999
NGC_6388,UHF,816000000.0,17:36:17.23 -44:44:07.80,0.00022648812948320753,9.307271906101768e-05,-9.370292228077247,2023-05-15 18:51:46.040000,64,0.99,core,195
NGC_6388,UHF,816000000.0,17:36:17.23 -44:44:07.80,0.00022648812948320753,9.307271906101768e-05,-9.370292228077247,2023-05-15 18:51:46.040000,64,0.99,half_light,24999
NGC_6388,UHF,816000000.0,17:36:17.23 -44:44:07.80,0.00022648812948320753,9.307271906101768e-05,-9.370292228077247,2023-05-15 18:51:46.040000,64,0.99,twice_half_light_radius,74993
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.017966881142892705,0.007810137749048108,-14.834689560160289,2023-05-15 18:51:46.040000,40,0.5,core,1
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.017966881142892705,0.007810137749048108,-14.834689560160289,2023-05-15 18:51:46.040000,40,0.5,half_light,5
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.017966881142892705,0.007810137749048108,-14.834689560160289,2023-05-15 18:51:46.040000,40,0.5,twice_half_light_radius,17
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.01300287305177369,0.004226171615448895,-17.70391041886737,2023-05-15 18:51:46.040000,52,0.5,core,1
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.01300287305177369,0.004226171615448895,-17.70391041886737,2023-05-15 18:51:46.040000,52,0.5,half_light,11
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.01300287305177369,0.004226171615448895,-17.70391041886737,2023-05-15 18:51:46.040000,52,0.5,twice_half_light_radius,47
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.010808552749442138,0.0033420161587033557,-15.229193060805402,2023-05-15 18:51:46.040000,56,0.5,core,1
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.010808552749442138,0.0033420161587033557,-15.229193060805402,2023-05-15 18:51:46.040000,56,0.5,half_light,17
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.010808552749442138,0.0033420161587033557,-15.229193060805402,2023-05-15 18:51:46.040000,56,0.5,twice_half_light_radius,47
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.008446596618037719,0.002802236828638953,-14.162177923199257,2023-05-15 18:51:46.040000,60,0.5,core,1
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.008446596618037719,0.002802236828638953,-14.162177923199257,2023-05-15 18:51:46.040000,60,0.5,half_light,23
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.008446596618037719,0.002802236828638953,-14.162177923199257,2023-05-15 18:51:46.040000,60,0.5,twice_half_light_radius,97
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0071728417251736825,0.0020195194823094437,-18.115324936597023,2023-05-15 18:51:46.040000,64,0.5,core,1
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0071728417251736825,0.0020195194823094437,-18.115324936597023,2023-05-15 18:51:46.040000,64,0.5,half_light,47
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0071728417251736825,0.0020195194823094437,-18.115324936597023,2023-05-15 18:51:46.040000,64,0.5,twice_half_light_radius,145
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.015440863285546735,0.006692143704829346,-14.822492490793454,2023-05-15 18:51:46.040000,40,0.6,core,1
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.015440863285546735,0.006692143704829346,-14.822492490793454,2023-05-15 18:51:46.040000,40,0.6,half_light,7
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.015440863285546735,0.006692143704829346,-14.822492490793454,2023-05-15 18:51:46.040000,40,0.6,twice_half_light_radius,23
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.010614691631465133,0.0034903790831880216,-16.904370418310734,2023-05-15 18:51:46.040000,52,0.6,core,1
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.010614691631465133,0.0034903790831880216,-16.904370418310734,2023-05-15 18:51:46.040000,52,0.6,half_light,17
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.010614691631465133,0.0034903790831880216,-16.904370418310734,2023-05-15 18:51:46.040000,52,0.6,twice_half_light_radius,47
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.007681874966327175,0.0027534529266214232,-16.114289238409263,2023-05-15 18:51:46.040000,56,0.6,core,1
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.007681874966327175,0.0027534529266214232,-16.114289238409263,2023-05-15 18:51:46.040000,56,0.6,half_light,23
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.007681874966327175,0.0027534529266214232,-16.114289238409263,2023-05-15 18:51:46.040000,56,0.6,twice_half_light_radius,97
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.00594474380526158,0.002234795856204831,-13.109318314004177,2023-05-15 18:51:46.040000,60,0.6,core,1
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.00594474380526158,0.002234795856204831,-13.109318314004177,2023-05-15 18:51:46.040000,60,0.6,half_light,47
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.00594474380526158,0.002234795856204831,-13.109318314004177,2023-05-15 18:51:46.040000,60,0.6,twice_half_light_radius,195
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0036594481694427997,0.0016554045048625527,-6.8385444855278745,2023-05-15 18:51:46.040000,64,0.6,core,1
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0036594481694427997,0.0016554045048625527,-6.8385444855278745,2023-05-15 18:51:46.040000,64,0.6,half_light,97
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0036594481694427997,0.0016554045048625527,-6.8385444855278745,2023-05-15 18:51:46.040000,64,0.6,twice_half_light_radius,389
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.010218674907366736,0.004399488406002143,-14.69569929632,2023-05-15 18:51:46.040000,40,0.8,core,1
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.010218674907366736,0.004399488406002143,-14.69569929632,2023-05-15 18:51:46.040000,40,0.8,half_light,11
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.010218674907366736,0.004399488406002143,-14.69569929632,2023-05-15 18:51:46.040000,40,0.8,twice_half_light_radius,47
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.006043420701021651,0.002183835187253796,-13.076796098428819,2023-05-15 18:51:46.040000,52,0.8,core,1
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.006043420701021651,0.002183835187253796,-13.076796098428819,2023-05-15 18:51:46.040000,52,0.8,half_light,47
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.006043420701021651,0.002183835187253796,-13.076796098428819,2023-05-15 18:51:46.040000,52,0.8,twice_half_light_radius,195
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0041410982909375555,0.001708870080955099,-15.020350966435316,2023-05-15 18:51:46.040000,56,0.8,core,1
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0041410982909375555,0.001708870080955099,-15.020350966435316,2023-05-15 18:51:46.040000,56,0.8,half_light,71
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0041410982909375555,0.001708870080955099,-15.020350966435316,2023-05-15 18:51:46.040000,56,0.8,twice_half_light_radius,291
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0027366585493342624,0.001380595372156324,-6.89877274353455,2023-05-15 18:51:46.040000,60,0.8,core,1
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0027366585493342624,0.001380595372156324,-6.89877274353455,2023-05-15 18:51:46.040000,60,0.8,half_light,97
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0027366585493342624,0.001380595372156324,-6.89877274353455,2023-05-15 18:51:46.040000,60,0.8,twice_half_light_radius,389
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.002058273232641531,0.0010110012102732171,-4.2320275673217385,2023-05-15 18:51:46.040000,64,0.8,core,3
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.002058273232641531,0.0010110012102732171,-4.2320275673217385,2023-05-15 18:51:46.040000,64,0.8,half_light,195
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.002058273232641531,0.0010110012102732171,-4.2320275673217385,2023-05-15 18:51:46.040000,64,0.8,twice_half_light_radius,781
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.00700485099182966,0.002999512783971263,-14.240008806877032,2023-05-15 18:51:46.040000,40,0.9,core,1
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.00700485099182966,0.002999512783971263,-14.240008806877032,2023-05-15 18:51:46.040000,40,0.9,half_light,23
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.00700485099182966,0.002999512783971263,-14.240008806877032,2023-05-15 18:51:46.040000,40,0.9,twice_half_light_radius,97
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.003926167543656353,0.0014620676402674236,-11.137664630325832,2023-05-15 18:51:46.040000,52,0.9,core,1
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.003926167543656353,0.0014620676402674236,-11.137664630325832,2023-05-15 18:51:46.040000,52,0.9,half_light,97
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.003926167543656353,0.0014620676402674236,-11.137664630325832,2023-05-15 18:51:46.040000,52,0.9,twice_half_light_radius,389
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0026384367467697585,0.001141675269110487,-13.653543455178974,2023-05-15 18:51:46.040000,56,0.9,core,1
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0026384367467697585,0.001141675269110487,-13.653543455178974,2023-05-15 18:51:46.040000,56,0.9,half_light,195
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0026384367467697585,0.001141675269110487,-13.653543455178974,2023-05-15 18:51:46.040000,56,0.9,twice_half_light_radius,781
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0017229278556007105,0.0009231695815959365,-5.314135668613702,2023-05-15 18:51:46.040000,60,0.9,core,5
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0017229278556007105,0.0009231695815959365,-5.314135668613702,2023-05-15 18:51:46.040000,60,0.9,half_light,389
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0017229278556007105,0.0009231695815959365,-5.314135668613702,2023-05-15 18:51:46.040000,60,0.9,twice_half_light_radius,1561
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0013485263386416766,0.0006746243981821026,-3.588761064836466,2023-05-15 18:51:46.040000,64,0.9,core,7
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0013485263386416766,0.0006746243981821026,-3.588761064836466,2023-05-15 18:51:46.040000,64,0.9,half_light,389
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0013485263386416766,0.0006746243981821026,-3.588761064836466,2023-05-15 18:51:46.040000,64,0.9,twice_half_light_radius,1561
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.003502425495914826,0.00149975639198563,-14.240008806877032,2023-05-15 18:51:46.040000,40,0.95,core,1
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.003502425495914826,0.00149975639198563,-14.240008806877032,2023-05-15 18:51:46.040000,40,0.95,half_light,97
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.003502425495914826,0.00149975639198563,-14.240008806877032,2023-05-15 18:51:46.040000,40,0.95,twice_half_light_radius,389
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0019630837718281743,0.000731033820133711,-11.137664630325832,2023-05-15 18:51:46.040000,52,0.95,core,5
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0019630837718281743,0.000731033820133711,-11.137664630325832,2023-05-15 18:51:46.040000,52,0.95,half_light,389
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0019630837718281743,0.000731033820133711,-11.137664630325832,2023-05-15 18:51:46.040000,52,0.95,twice_half_light_radius,1561
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0013192183733848777,0.0005708376345552428,-13.653543455178974,2023-05-15 18:51:46.040000,56,0.95,core,7
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0013192183733848777,0.0005708376345552428,-13.653543455178974,2023-05-15 18:51:46.040000,56,0.95,half_light,781
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0013192183733848777,0.0005708376345552428,-13.653543455178974,2023-05-15 18:51:46.040000,56,0.95,twice_half_light_radius,3125
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0008614639278003543,0.0004615847907979677,-5.314135668613702,2023-05-15 18:51:46.040000,60,0.95,core,11
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0008614639278003543,0.0004615847907979677,-5.314135668613702,2023-05-15 18:51:46.040000,60,0.95,half_light,1561
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0008614639278003543,0.0004615847907979677,-5.314135668613702,2023-05-15 18:51:46.040000,60,0.95,twice_half_light_radius,6249
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0006742631693208375,0.0003373121990910509,-3.588761064836466,2023-05-15 18:51:46.040000,64,0.95,core,23
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0006742631693208375,0.0003373121990910509,-3.588761064836466,2023-05-15 18:51:46.040000,64,0.95,half_light,1561
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0006742631693208375,0.0003373121990910509,-3.588761064836466,2023-05-15 18:51:46.040000,64,0.95,twice_half_light_radius,6249
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0007004850991829594,0.0002999512783971236,-14.240008806877032,2023-05-15 18:51:46.040000,40,0.99,core,23
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0007004850991829594,0.0002999512783971236,-14.240008806877032,2023-05-15 18:51:46.040000,40,0.99,half_light,3125
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0007004850991829594,0.0002999512783971236,-14.240008806877032,2023-05-15 18:51:46.040000,40,0.99,twice_half_light_radius,6249
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0003926167543656313,0.00014620676402674082,-11.137664630325832,2023-05-15 18:51:46.040000,52,0.99,core,71
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0003926167543656313,0.00014620676402674082,-11.137664630325832,2023-05-15 18:51:46.040000,52,0.99,half_light,6249
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0003926167543656313,0.00014620676402674082,-11.137664630325832,2023-05-15 18:51:46.040000,52,0.99,twice_half_light_radius,24997
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0002638436746769733,0.00011416752691104765,-13.653543455178974,2023-05-15 18:51:46.040000,56,0.99,core,97
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0002638436746769733,0.00011416752691104765,-13.653543455178974,2023-05-15 18:51:46.040000,56,0.99,half_light,12495
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0002638436746769733,0.00011416752691104765,-13.653543455178974,2023-05-15 18:51:46.040000,56,0.99,twice_half_light_radius,49993
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.00017229278556006936,9.231695815959263e-05,-5.314135668613702,2023-05-15 18:51:46.040000,60,0.99,core,195
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.00017229278556006936,9.231695815959263e-05,-5.314135668613702,2023-05-15 18:51:46.040000,60,0.99,half_light,24999
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.00017229278556006936,9.231695815959263e-05,-5.314135668613702,2023-05-15 18:51:46.040000,60,0.99,twice_half_light_radius,87493
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0001348526338641662,6.746243981820964e-05,-3.588761064836466,2023-05-15 18:51:46.040000,64,0.99,core,389
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0001348526338641662,6.746243981820964e-05,-3.588761064836466,2023-05-15 18:51:46.040000,64,0.99,half_light,49999
NGC_6388,LBAND,1284000000.0,17:36:17.23 -44:44:07.80,0.0001348526338641662,6.746243981820964e-05,-3.588761064836466,2023-05-15 18:51:46.040000,64,0.99,twice_half_light_radius,99989
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.009586380313161415,0.004177359295157161,-14.906592014087591,2023-05-15 18:51:46.040000,40,0.5,core,1
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.009586380313161415,0.004177359295157161,-14.906592014087591,2023-05-15 18:51:46.040000,40,0.5,half_light,17
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.009586380313161415,0.004177359295157161,-14.906592014087591,2023-05-15 18:51:46.040000,40,0.5,twice_half_light_radius,47
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.006878539062777611,0.0022806342479374676,-17.472332911910275,2023-05-15 18:51:46.040000,52,0.5,core,1
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.006878539062777611,0.0022806342479374676,-17.472332911910275,2023-05-15 18:51:46.040000,52,0.5,half_light,47
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.006878539062777611,0.0022806342479374676,-17.472332911910275,2023-05-15 18:51:46.040000,52,0.5,twice_half_light_radius,97
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.005464558660726223,0.0018597204822549823,-14.001754346390552,2023-05-15 18:51:46.040000,56,0.5,core,1
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.005464558660726223,0.0018597204822549823,-14.001754346390552,2023-05-15 18:51:46.040000,56,0.5,half_light,47
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.005464558660726223,0.0018597204822549823,-14.001754346390552,2023-05-15 18:51:46.040000,56,0.5,twice_half_light_radius,195
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.004633856946630852,0.0016479658866274806,-15.474484669576881,2023-05-15 18:51:46.040000,60,0.5,core,1
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.004633856946630852,0.0016479658866274806,-15.474484669576881,2023-05-15 18:51:46.040000,60,0.5,half_light,97
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.004633856946630852,0.0016479658866274806,-15.474484669576881,2023-05-15 18:51:46.040000,60,0.5,twice_half_light_radius,195
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.00292366649746078,0.0014112184167394677,-11.0808016333626,2023-05-15 18:51:46.040000,64,0.5,core,1
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.00292366649746078,0.0014112184167394677,-11.0808016333626,2023-05-15 18:51:46.040000,64,0.5,half_light,97
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.00292366649746078,0.0014112184167394677,-11.0808016333626,2023-05-15 18:51:46.040000,64,0.5,twice_half_light_radius,389
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.00823823466986947,0.0035779150528595168,-14.907583489022947,2023-05-15 18:51:46.040000,40,0.6,core,1
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.00823823466986947,0.0035779150528595168,-14.907583489022947,2023-05-15 18:51:46.040000,40,0.6,half_light,23
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.00823823466986947,0.0035779150528595168,-14.907583489022947,2023-05-15 18:51:46.040000,40,0.6,twice_half_light_radius,71
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.005534176066138262,0.001887606833922678,-16.245643269491048,2023-05-15 18:51:46.040000,52,0.6,core,1
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.005534176066138262,0.001887606833922678,-16.245643269491048,2023-05-15 18:51:46.040000,52,0.6,half_light,47
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.005534176066138262,0.001887606833922678,-16.245643269491048,2023-05-15 18:51:46.040000,52,0.6,twice_half_light_radius,195
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.003887617290431553,0.0015331769977245022,-13.297160895683716,2023-05-15 18:51:46.040000,56,0.6,core,1
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.003887617290431553,0.0015331769977245022,-13.297160895683716,2023-05-15 18:51:46.040000,56,0.6,half_light,97
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.003887617290431553,0.0015331769977245022,-13.297160895683716,2023-05-15 18:51:46.040000,56,0.6,twice_half_light_radius,389
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.002928298089742627,0.001393561560028723,-13.641378076417876,2023-05-15 18:51:46.040000,60,0.6,core,1
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.002928298089742627,0.001393561560028723,-13.641378076417876,2023-05-15 18:51:46.040000,60,0.6,half_light,97
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.002928298089742627,0.001393561560028723,-13.641378076417876,2023-05-15 18:51:46.040000,60,0.6,twice_half_light_radius,385
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.0018716021423287484,0.0012389876740461845,-5.248115181911893,2023-05-15 18:51:46.040000,64,0.6,core,1
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.0018716021423287484,0.0012389876740461845,-5.248115181911893,2023-05-15 18:51:46.040000,64,0.6,half_light,195
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.0018716021423287484,0.0012389876740461845,-5.248115181911893,2023-05-15 18:51:46.040000,64,0.6,twice_half_light_radius,781
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.0054369632716981964,0.002344061396799973,-14.560755798786527,2023-05-15 18:51:46.040000,40,0.8,core,1
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.0054369632716981964,0.002344061396799973,-14.560755798786527,2023-05-15 18:51:46.040000,40,0.8,half_light,47
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.0054369632716981964,0.002344061396799973,-14.560755798786527,2023-05-15 18:51:46.040000,40,0.8,twice_half_light_radius,195
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.003134694341590721,0.0011872389851744609,-12.061077632172985,2023-05-15 18:51:46.040000,52,0.8,core,1
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.003134694341590721,0.0011872389851744609,-12.061077632172985,2023-05-15 18:51:46.040000,52,0.8,half_light,97
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.003134694341590721,0.0011872389851744609,-12.061077632172985,2023-05-15 18:51:46.040000,52,0.8,twice_half_light_radius,389
NGC_6388,SBAND,2406250000.0,17:36:17.23 -44:44:07.80,0.002054392407396728,0.000967647883691872,-11.217976017112697,2023-05-15 18:51:46.040000,56,0.8,core,3
